keyword,202304,tot_cnt
qatar,2,2
sustainability,11,11
reserves,2,2
pifs,1,1
electrification,1,1
aramcos,1,1
stresses,3,3
participants,1,1
decarbonization,2,2
ready,3,3
presidentdesignate,1,1
absorption,1,1
lessthanreliable,1,1
gulf cooperation,1,1
etcfo,1,1
cookies,7,7
european,2,2
regulations,3,3
message,1,1
changes,1,1
happy,3,3
ignore,1,1
website,1,1
review,7,7
data,2,2
union,1,1
align,1,1
experience,1,1
cookies etcfo,1,1
premium,5,5
subscription,3,3
trial,3,3
digital,6,6
savings,4,4
month,3,3
downgrade,3,3
settings,3,3
cancel,3,3
lex,3,3
autoenrolled,3,3
column,6,6
youd,3,3
digital premium,3,3
cargo,1,1
iatas,1,1
humanitarian,1,1
stakeholders,3,3
wcs,1,1
lithium,2,2
uld,1,1
reliability,1,1
digitalization,1,1
benefits,12,12
earthquakes,1,1
plenary,1,1
reflect,1,1
rates,4,4
way,4,4
cargo humanitarian,1,1
recession,11,11
consumers,1,1
sentiment,6,6
midmonth,1,1
deposits,2,2
signs,2,2
reuters,6,6
michigans,1,1
silicon,10,10
friday,2,2
lowest,1,1
darkens,1,1
assessments,2,2
joanne,1,1
banking turmoil,1,1
debtfornature,1,1
bonds,9,9
sustainable,7,7
naturebased,1,1
slsd,1,1
floods,1,1
uruguays,1,1
rating,6,6
frameworks,1,1
verraissued,1,1
instruments,4,4
integrate,6,6
trajectory,2,2
sustainabilitylinked bonds,1,1
shareholder,1,1
dmi,1,1
mufg,1,1
nxc,1,1
burman,1,1
trust,7,7
dabur,1,1
infusions,1,1
offers,3,3
startups,1,1
residual,1,1
segments,4,4
ufj financial,1,1
oil,2,2
brent,1,1
banking,15,15
stability,4,4
rebound,1,1
average,43,43
benchmarks,2,2
bpd,1,1
soar,1,1
deal,1,1
stemming,1,1
oil prices,1,1
stablecoins,1,1
usdc,1,1
liquidity,2,2
governance,3,3
cryptoasset,1,1
risks,8,8
collapse,2,2
scrutiny,1,1
terraluna,1,1
depeg,1,1
different,2,2
requirements,2,2
year,2,2
increase,4,4
stablecoins reserves,1,1
globalisation,2,2
blockchain,3,3
degradation,1,1
innovations,2,2
satellites,1,1
wireless,1,1
universiti,1,1
johns,1,1
formulations,1,1
enabler,1,1
global sustainability,1,1
sector,6,6
profitability,3,3
turkish,1,1
adequacy,1,1
ratio,6,6
nebati,1,1
integrated,1,1
healthy,2,2
structure,1,1
bddk,1,1
significant,4,4
watchdog,1,1
target,1,1
period,2,2
tl,1,1
underlines,2,2
outlook,8,8
wednesday,4,4
banking sector,1,1
asean,2,2
consultants,1,1
desan,1,1
sectors,14,14
london,2,2
tenyear,1,1
multiindustries,1,1
expectations,1,1
dont,5,5
simplifying,1,1
malaysias sustainability,1,1
nasdaq,2,2
march,7,7
inflation,8,8
daily,2,2
performance,2,2
gains,2,2
index,7,7
defiant,1,1
pce,1,1
contrary,1,1
headwinds,4,4
thats,2,2
district,2,2
welcome,3,3
hikes,4,4
markets strong,1,1
dhabi,2,2
investment,11,11
developments,3,3
global,4,4
agencies,2,2
forums,2,2
erşahin,1,1
comprises,2,2
finoverse,1,1
mechanisms,2,2
bring,1,1
shed,1,1
emirates invest,1,1
uaes,2,2
prizes,1,1
efforts,1,1
planet,1,1
mandate,3,3
adaptation,1,1
npos,1,1
framework,1,1
concrete,1,1
inclusive,1,1
track,1,1
scale,2,2
cop28,1,1
addedin,1,1
sustainability prize,1,1
tesla,2,2
estimates,3,3
deliveries,1,1
early,4,4
xmodel,1,1
cut,1,1
gamble,1,1
worry,1,1
wouldnt,1,1
sustain,1,1
margins,3,3
teslas cuts,1,1
amortization,1,1
lendingclub,1,1
insurance,2,2
definitions,1,1
personalized,1,1
stockholders,3,3
conventional,1,1
underwriting,1,1
cnbc,2,2
factors,6,6
know,1,1
longterm,12,12
balloon,1,1
loans amortization,1,1
null,16,16
zealands,1,1
inflationary,2,2
new,3,3
turmoil,3,3
unlikely,2,2
reports,1,1
us16,1,1
tripps,1,1
breadth,1,1
ecosystem,3,3
luke,1,1
curve,1,1
chapman,1,1
