keyword,202303,tot_cnt
investment,24,24
sector,17,17
seoul,3,3
growth,13,13
recession,7,7
quarterly,1,1
manufacturing,1,1
rates,20,20
automobile,1,1
decline,3,3
pandemic,18,18
cayman,1,1
global,19,19
war,1,1
yonhap,3,3
sentiment,4,4
kr,1,1
uncertainties,2,2
united,4,4
real,11,11
januarymarch,1,1
communication,2,2
chips,2,2
partner,2,2
record,6,6
us77,1,1
direct,1,1
kang,1,1
end,3,3
ministry,3,3
friday,3,3
sector investment,1,1
billion 2022,2,2
koreas overseas,1,1
march 24,1,1
bankings,1,1
panics,2,2
fdic,1,1
postal,1,1
instability,4,4
liquidity,3,3
tafts,1,1
bonds,7,7
mattresses,1,1
willingness,1,1
run,2,2
solvency,2,2
insurance,5,5
democrats,1,1
numbers,3,3
gerbillike,1,1
depression,2,2
aspect,1,1
head,2,2
american,4,4
deviate,1,1
circularity,1,1
fleebut,1,1
worth,3,3
debatable,1,1
harkens,1,1
treadmill,1,1
closure,2,2
underscores,1,1
mustread,1,1
giving postal,1,1
tafts election,1,1
arbitrary nature,1,1
lithuania,1,1
exports,5,5
liberalisation,1,1
prices,7,7
pension,2,2
rating,3,3
biotechnology,1,1
taiwanese,1,1
employers,1,1
possibility,4,4
news,5,5
energy,7,7
preemptive,1,1
issuer,1,1
leitner,1,1
domestic,13,13
rebound,2,2
population,4,4
platforms,4,4
startup,5,5
worst,2,2
wiiw,1,1
indirect,3,3
officea,1,1
tight,1,1
decouple,1,1
paywall,1,1
half,2,2
sebastian,1,1
forceclose,1,1
measures,8,8
pool,3,3
lithuanias economy,1,1
rating fitch,1,1
septemberdriven energy,1,1
wealthy,1,1
average,16,16
cash,1,1
consumers,4,4
inflation,24,24
confidence,5,5
expenses,1,1
bills,4,4
secure,2,2
rate,8,8
weighs,1,1
comfortable,1,1
americans,2,2
housing,3,3
watch,2,2
modern,1,1
overall,6,6
data,8,8
index,11,11
months,12,12
net,3,3
michigans,1,1
picture,1,1
schwabs,1,1
charles,2,2
white,2,2
chair,2,2
philipson,1,1
council,4,4
feel wealthy,1,1
consumer confidence,1,1
average net,1,1
cost food,1,1
schwabs annual,1,1
cookies,11,11
sites,3,3
ads,1,1
content,6,6
media,4,4
features,1,1
reliable,3,3
social,3,3
analyse,1,1
reasons,2,2
number,2,2
cookies data,1,1
sites reliable,1,1
number reasons,1,1
yoonseung,1,1
japans,3,3
lenders,1,1
complaint,1,1
yeol,1,1
semiconductors,3,3
latest,6,6
talks,3,3
positive,4,4
restore,4,4
chain,3,3
reduction,4,4
summit,4,4
cbam,1,1
fumio,2,2
experts,2,2
countermeasures,1,1
closeddoor,2,2
mechanism,3,3
svb,4,4
better,2,2
bilateral,2,2
devise,1,1
chiefs,1,1
household,1,1
significant,12,12
normalization,2,2
koreas exports,2,2
vowing lift,1,1
tax,5,5
pensions,3,3
budget,2,2
incentives,1,1
spring,2,2
chancellors,1,1
probusiness,1,1
atkins,1,1
invest,11,11
emissions,7,7
bolster,2,2
today,7,7
panels,1,1
simplification,1,1
passage,3,3
jeremy,1,1
force,1,1
effective,2,2
available,5,5
superdeduction,1,1
airports,1,1
longhaul,1,1
g7,1,1
stay,9,9
enshrines,1,1
spring finance,1,1
uk tax,1,1
delivers chancellors,1,1
cutting apd,1,1
mergers,1,1
zurich,3,3
supermegabank,1,1
ubss,2,2
bondholders,1,1
sectors,18,18
bris,1,1
repayable,1,1
economist,4,4
major,8,8
meltdown,2,2
barings,1,1
viability,3,3
likely,14,14
regulator,4,4
coffriniafpgetty,1,1
rational,3,3
facts,1,1
longterm,12,12
returns,7,7
double,3,3
buholzerkeystoneap,1,1
considerate,1,1
instrumental,1,1
lifeline,3,3
trim,2,2
entity,6,6
tuesday,4,4
oldest,1,1
start,6,6
monitor,3,3
outlook,14,14
singaporeans,1,1
merger prove,1,1
exploding raw,1,1
president data,1,1
null,27,27
premium,7,7
subscription,5,5
trial,5,5
access,9,9
digital,17,17
cost,23,23
savings,9,9
premier,5,5
plan,9,9
month,9,9
downgrade,5,5
opt,5,5
settings,5,5
standard,7,7
cancel,5,5
lex,5,5
reporting,7,7
business,9,9
retain,5,5
section,5,5
journalistic,5,5
offering,6,6
click,6,6
comparison,7,7
packages,5,5
themes,6,6
expert,6,6
column,5,5
original,5,5
robust,7,7
fulfils,5,5
digital premium,5,5
trial trial,5,5
change plan,5,5
retain access,5,5
news analysis,5,5
yoon,1,1
wto,1,1
spillover,3,3
ties,1,1
retaliation,1,1
efforts,1,1
curbs,1,1
carbon,1,1
lift,1,1
president,1,1
vowing,1,1
boost,7,7
list,3,3
controls,2,2
thursday,16,16
pointed restoration,1,1
envisioned semiconductor,1,1
feds,4,4
reutersstaff,1,1
silicon,26,26
dax,1,1
csgn,1,1
rampant,2,2
multimonth,1,1
swiss,3,3
hedge,2,2
stresses,3,3
percentage,3,3
californiabased,1,1
strategist,3,3
guarantees,1,1
sbny,1,1
havent,3,3
wednesday,9,9
source,3,3
biggest,6,6
watchdog,2,2
hikes,8,8
graph,1,1
citigroup,1,1
chaterjee,1,1
soundness,3,3
jacobsen,1,1
banks fed,2,2
svbs collapse,1,1
price index,1,1
increases citigroup,1,1
prayer havent,1,1
kyiv,1,1
nuclear,2,2
secretarygeneral,1,1
sanctions,4,4
procurement,1,1
ambassadors,1,1
union,4,4
aid,2,2
michel,1,1
bloc,1,1
turbines,2,2
co2,1,1
biofuels,1,1
keen,2,2
prioritise,1,1
framework,3,3
vans,1,1
ive,2,2
trust,9,9
colegislators,1,1
pipeline,3,3
xiputin,1,1
resistance,1,1
rare,3,3
exemption,1,1
naïve,1,1
reporters,2,2
table,1,1
meps,1,1
unresolved,1,1
roberta,1,1
migration,2,2
aid kyiv,1,1
survive negotiations,1,1
mounted lastminute,1,1
entrepreneurs,3,3
downturn,2,2
risk,11,11
mindset,2,2
crunchbase,1,1
seek,1,1
motivation,2,2
grit,1,1
diligence,2,2
pricing,1,1
tech,2,2
prepared,1,1
setbacks,1,1
series,2,2
theres,4,4
scrappy,1,1
time,3,3
arent,2,2
headlines,2,2
attributes,1,1
path,7,7
solution,1,1
sure,14,14
ton,2,2
thesis,1,1
surround,1,1
spreadsheet,1,1
intersection,1,1
earlystage investors,1,1
cuts 2023,1,1
data metrics,1,1
persist face,1,1
pesos,1,1
argentinas,1,1
exchange,5,5
institutions,4,4
cesteros,1,1
billions,2,2
stability,12,12
daytoday,4,4
reassure,1,1
scams,1,1
grande,1,1
base,6,6
imperceptible,1,1
debate,4,4
marks,2,2
informal,1,1
weird,1,1
vanish,1,1
laundry,1,1
syndrome,1,1
hyperinflation,1,1
spiral,1,1
itamar,1,1
solve,1,1
superhigh,1,1
agree,5,5
navigate,3,3
blogger,1,1
argentinas inflation,1,1
trust bank,1,1
navigate daytoday,1,1
concern soundness,1,1
distinct set,1,1
prosperity,1,1
prestons,1,1
cwb,1,1
collaborative,1,1
organisational,1,1
foundation,2,2
hub,2,2
inclusive,2,2
raise,6,6
fostering,1,1
pcec,1,1
living,1,1
builds,1,1
challenges,3,3
propose,3,3
needs,3,3
regeneration,3,3
plungington,1,1
nash,2,2
signpost,1,1
uclan,1,1
micro,1,1
andor,3,3
facetoface,1,1
selnet,1,1
gareth,1,1
economy preston,1,1
cooperative principles,1,1
build pandemic,1,1
facetoface events,1,1
euroleague,1,1
arena,1,1
bolognas,1,1
virtus,1,1
pavilion,1,1
facility,1,1
capacity,3,3
infrastructure,8,8
years,4,4
entertainment,1,1
new,10,10
hospitality,1,1
commercial,6,6
segafredo,1,1
calzolari,1,1
vision,1,1
court,2,2
lepore,1,1
zanetti,1,1
component,2,2
mayor,3,3
spaces,2,2
aim,2,2
credit,5,5
ready,8,8
press,3,3
wont,2,2
proper,1,1
day,4,4
bologn,1,1
symbol,2,2
proud,1,1
torch,1,1
new arena,1,1
bologna virtus,1,1
euroleague need,1,1
years includes,1,1
colombia,1,1
banks,21,21
deficit,3,3
flexible,2,2
reuters,16,16
transition,2,2
sustainable,8,8
policies,1,1
trend,3,3
firm,5,5
expectations,2,2
commitment,3,3
risks,18,18
external,6,6
editing,1,1
persist,1,1
directors,1,1
buffers,2,2
pressures,8,8
standards,7,7
current,6,6
oboyle,1,1
bring,6,6
consultation,2,2
brendan,1,1
sarah,2,2
colombias economy,1,1
targeting inflation,1,1
gradually imf,1,1
standards thomson,1,1
suisse,14,14
ceo,12,12
uninsured,3,3
carlyle,1,1
systemic,5,5
ubs,8,8
deals,1,1
surprising,1,1
dc,1,1
ailing,1,1
try,2,2
tumult,1,1
republics,1,1
exceptions,2,2
percent,6,6
fourthlargest,1,1
public,8,8
bud,1,1
buff,1,1
harvard,2,2
behemoths,1,1
travel,4,4
woman,3,3
restructuring citi,1,1
group cofounder,1,1
confidence expects,1,1
beijing,1,1
covid19,3,3
reform,2,2
private,7,7
regulatory,4,4
households,2,2
priorities,2,2
resurgence,1,1
components,3,3
fanfare,1,1
allocation,1,1
lockdowns,1,1
signs,6,6
uncertainty,7,7
artificial,1,1
internet,1,1
worthwhile,1,1
stronger,1,1
senior,1,1
definition,3,3
poenisch,1,1
fellow,2,2
orientation,1,1
covid19 income,1,1
performance 2022,1,1
appears private,1,1
savings cushion,1,1
hsbc,3,3
georges,1,1
accountability,1,1
lender,2,2
services,3,3
keefe,2,2
changes,3,3
lisa,1,1
guyett,1,1
foster,2,2
memo,1,1
coheads,1,1
cruise,1,1
coverage,2,2
internal,2,2
elhedery,1,1
regional,1,1
sinead,1,1
key,3,3
cooperation,3,3
division,2,2
reshuffle,1,1
london march,2,2
guyett sent,1,1
houses investment,1,1
financing,2,2
buyouts,1,1
securities,1,1
strategic,9,9
accounts,3,3
sachs,4,4
riskaverse,1,1
stake,3,3
retrench,1,1
handful,1,1
bx,1,1
turmoil,4,4
thomson,5,5
juice,1,1
conviction,2,2
possible,1,1
slowdown,2,2
review,13,13
pulford,1,1
solutions,8,8
cheap,2,2
nomura,1,1
principles,4,4
march,10,10
apo,1,1
vista,1,1
momentive,1,1
oguh,1,1
mntv,1,1
dhabi,1,1
qualtrics,1,1
leveraged buyouts,1,1
banking sectors,1,1
conviction able,1,1
qualtrics international,1,1
circular,2,2
businesses,4,4
lifecycle,1,1
renewable,3,3
processes,1,1
abominable,1,1
crumbles,1,1
earth,1,1
flourish,2,2
healthy,2,2
tonnes,2,2
byproduct,1,1
takemakewaste,1,1
bamboo,1,1
linear,1,1
toxins,1,1
forethought,1,1
main,1,1
year,4,4
paramount,1,1
retrieval,1,1
youre,5,5
synergy,1,1
circular economy,1,1
controlling waste,1,1
horizon reduce,1,1
biobased materials,1,1
inflationary,3,3
economic,5,5
quarters,2,2
spain,1,1
effect,3,3
shock,2,2
magnitude,1,1
dynamics,2,2
development,2,2
persistence,1,1
aguado,1,1
valley,10,10
adverse,4,4
ease,2,2
weigh,3,3
jesús,1,1
event,2,2
exert,2,2
central,8,8
contribute,2,2
khalip,1,1
weakening inflationary,1,1
likely uncertainty,1,1
credit suisse,1,1
effect development,1,1
crisis,7,7
markets,4,4
federal,15,15
morgan,3,3
diversified,1,1
protect,2,2
yellen,4,4
candid,1,1
adrift,1,1
operates,1,1
janet,4,4
verifications,1,1
turner,1,1
similar,5,5
step,2,2
apps,1,1
limit,10,10
tobik,1,1
people,2,2
erode,1,1
convenient,1,1
isnt,1,1
dozen,4,4
suffer,1,1
decent,1,1
pappadopoulos,1,1
bank crisis,1,1
