,title,review,star
20,[산지직송] 무안 유기농 꿀고구마(상특) 3kg/5kg/10kg,"['상품이 좋아보여서 선물로보내드렸어요.\n비 오는 날.맛있게 쪄 드셨다네요.~~', '흙을 씻고 보니 대부분의 감자가 이렇게 상처의 딱지처럼 딱딱하면서 검게 변색이 되있네요.흑반병이 의심되는데 이런것은 팔지 않았으면 합니다.이런것들때문에 마트를 거치지 않는 택배판매는 이용을 않하게 되는것 같아요.마트내 배송상품에서는 이런경우가 거의 없습니다.', '너무 맛있어서 재구매하러 왔어용♥', '세번째 주문했네요 맛있어서요', '여기고구마 사지마세요.\n이 겨울날씨에 받은지 보름지나 먹으려고 보니\n안에가 물컹물컹하게 곯아있고 곰팡이도\n피어있네요.\n상세설명에 구매후 7일내 섭취 안내가 되어있다고\n기한이 지나 도와줄수없다는 판매대행업체의\n대응이 더 화가납니다.\n아니, 고구마 10kg을 7일안에 다 먹는 사람이\n어디있나요?\n상특이라 적혀있길래 샀다가 쓰레기처리비용이\n더들게 생겼지만, 다른분들은 피해없으시라고\n상품평을 남깁니다.', '맛있어요, 또 구매할게요.', '작년에도 구매했을때 부모님께서 맘에 들어 하셨는데\n방금 택배 받아 상품 확인하시고 만족하시네요\n부자되세요', '얼마전 주문해서 먹고 맛있어서 또 주문했어요\n모양도 맛도 더 좋아진것 같습니다', '크기도 적당하고 맛도 좋습니다', '이번에도 역시~\n맛있는 고구마입니다.']",8.0
21,"[서영암농협] 황토 꿀고구마, 10kg(개당중량 100g~260g미만)","['달고 맛있습니다\n삶아 먹기에 적당한 크기입니다\n3개정도 썩었지만 10kg에 3개라 그냥 넘길께요~', '이번엔 심이 조금 나 잇네요\n택배사에 고구마 뿌러지지않게 건의해주세요', '5키로. 사서 바로먹었는데. 맛있어서 10키로짜리 더샀어요\n어머니가. 맛있다고 더사라고해서 10키로짜리 두박스 더삽니다\n쳐도 구어도 맛있어요', '두번째 구매입니다, 첫번째는 약간 길쭘한게 오더니\n이번에는 동글동글한게 왔네요..\n상품이 좋아요 , 잘 먹을께요', '배송 감사합니다 지인께 선물로 보냈는데 무척 만족해 하셔요\n서영암농협 황토고구마를 너무도 좋아 하셔서ㅡ특히 깨끗히 세척해서 보낸다고ㅡ 거의 월에 한 번이상은 주문해서 보냅니다', '고구마가 사이즈도 아담하고 모양도 예뻐요.맛은 물론 담콤하고 좋지요. 잘 먹겠습니다~', '상품평이 좋아서 주문 했는데 정말 달아요 생으로 먹어도 맛있고 93살 드신 우리 어머니 너무 좋아 하시네요 물기가 있어서 금방 썩지 않을까 걱정이 되지만 말리면서 먹으면 괜찮을까요? 몇개 부러져서 왔지만 달고 맛있으니 애교로 넘길게요~ 번창하세요~^^', '크기도 비슷비슷하고\n상한것도 없고\n맛도 좋고\n다음에 또 주문 하고싶습니다.', '좋와요.. 배송도 빠릅니다..', '잘 도착했어요, 만족해요\n창고에서 와서 그런지 축축해요\n말리는중이어요, 상품 좋아요']",8.0
22,"[익산원예농협]●꿀고구마(특상) 3kg,5kg,10kg","['고구마 맛은 있는데 심줄이 있어서 먹기 불편했어요', '좋은 가격에 괜찮은 상품입니다.', '고구마가 목매임없이 꿀떡꿀떡 잘 넘어가네요', '군고구마로 간식으로 맛있어요', '싱싱하고 맛도 괜찮아요', '씻은지가 오래됐는지 싱싱하지가 않네요.', '그렇게 꿀인지는 모르겠고 맛은 랜덤.. 단 것도 있고 아닌것도 있어요', '[농할대전20%][익산원예농협]꿀고구마(특상) 3kg,5kg,10kg , 3kg/5kg/10kg', '고구마가 엄청 크네요. 모양도 동그란게 많아서 구워먹기 좀 불편했지만 맛은 괜찮았어요. 근데 쪄먹거나 삶아먹으면 단 맛이 별로 없어요.', '고구마 크기나 상태는 좋아 보이는데\n하필 강추위에 박스에 그냥 담아 보내서 배송되면서 얼어 1/3은 버려졌네요ㅠㅠ 고구마는 자리 옮기면 금방 썩고 온도 민감한데\n신문이라도 보온제 넣어 배송하면 좋겠어요\n이번 강추위때는 배송을 좀 늦추는것도 방법이겠고요.']",8.0
23,[산지직송] 무안 유기농 꿀고구마 (중상) 3kg/5kg/10kg,"['이거 진짜 꿀고구마 맞네요 맛있어요', '2주지나서 구우니까 꿀나오고 맛있음!!!', '고구마가 싱싱하고 맛잇어여', '물건이 좋아보입니다. 단맛은 조금 떨어지는 것 같지만 잘먹겠습니다. 워낙 고구마를 사랑해서요', '고구마가 왜이리 예쁘죠?^^ 맛도 좋고요! 또 구매할게요~', '유기농이라 그런지 조금 흠은 있지만 만족합니다.', '고구마 크기 적당하고 모양도 예쁜데, 맛도 꿀맛이네요\n오랜만에 만족스러운 맛있는 고구마를 만났어요\n더 주문해야겠어요', '크기도 좋고 맛도 좋고 상태도 좋고 매우 만족합니다.\n재구매 의사 있습니다.', '맛나네요\n지인 좀 나눠줬더니 맛있다고 어디서 샀는지 물어보네요\n많이 파세요^^', '사이즈가 도대체 확인하고 보내시는건가요?이건 너무하시는거아닌가요\n\n[판매자답변]▶ 안녕하세요 고객님. 우선 불편을 드려 정말 죄송합니다.\n상품평으로는 고객님의 정확한 정보 확인이 어려워\n010-7506-2131로 연락 주시면 확인 도와드리곘습니다.\n감사합니다.']",8.0
24,[생산자직송] 해남 햇 꿀고구마(특) 3kg/5kg/10kg,"['품질도 좋고 맛도 좋아요', '특상품으로 주문했는데\n길쭉한 고구매가 대부분입니다', '양호한 것으로 보내주셨지만 길죽한 고구마만 많아요\n둥군 모양은 없는게 아쉽네요\n개인적으로 예전 밤 고구마가 쪄도 튀겨도 맛있었는데\n요즘 입맛대로 단맛만내는 고구마만 있어요\n아쉬운대로 막고는 있지만 옛날 고구마가 그립네요\n고구마생산의 노고에 는 감사드려요', '맛있어서 재주문 하려구요!!', '배송과 포장상태는 좋으나, 상품 상태가 안좋내요. 받고 몇일 안됐는데\n썩은게 너무 많아요. 박스 개봉해서 바람통하게 실내에 뒸는데 아이들 구어주다보니 무른게 있어 박스를 살펴보니 아래쪽에 많더라구요.\n잘라낸것까지 하면 더 많습니다. 제것만 실수로 이런거길 바랍니나.', '썩은것 없이 잘 선별해 주셔서 좋았습니다\n속노랑 촉촉까진 아니어도 달고 맛있습니다', '여기 고구마만 이번년도만 몇번째 주문하고있는건지~ㅎㅎ\n너무 고구마를 자주 주문하는것 같아 쑥시럽네요~ 근데 맛이 좋은것을 어떡해요~~!! 진짜 꿀 뿌려서 파는게 아닌가~ 장난~^^\n이때만 되면 고구마가 자꾸 생각나서 밥대신 고구마만 잔뜩 먹는 것\n같아요~^^* 수확때 처음엔 일 이주 정도 보관해서 후숙해 먹다 이젠 며칠만 후숙해줘도 달달해요. 요즘 에어후라이기로 요리하는거에 빠져서 구워봤는데 어째 쫌 모양나왔나요~? ㅋㅋ', '날씨가 추워져서 그런가 갑자기 군고구마가 먹고 싶어서 시켜봤습니다. 배송이 빨라서 우선 좋았네요. 달달하고 맛있습니다. 특사이즈 크기가 어느정도 되는지 잘 몰라서 고객센터로 여쭈어보았는데 친절하게 답변도 잘해주시고 좋았습니다. 덕분에 달달한 고구마 맛있게 먹고 갑니다. 좋은 상품 감사드려요~', '제가 매년 해남호박고구마를 구입하는데 이번상품은 최악이네요\n고구마가 달지도 않고 아무맛도 없네요\n실망입니다 다시는 주문을 못하겠네요', '꿀 고구마가 아니면 팔질 말아야지\n판매자의 양심이 의심됩니다.\n두번다시 거래하고 싶지 않네요.\n\n\n[판매자답변]▶ 안녕하세요 고객님,\n우선 상품에 만족 시켜 드리지 못해 죄송합니다.\n현재 판매하고 있는 고구마는 꿀고구마 이며 혹시라도 상품에 문제가 있을 경우\n010-7506-2131로 상품 사진과 성함 남겨주시면 확인 도와드리겠습니다.\n번거롭게 해드려 죄송합니다.\n감사합니다.']",8.0
25,[생산자직송] 해남 햇 꿀고구마(두입) 3kg/5kg/10kg,"['심이 베겼다고 하지요 품종이 원래 그런건지 ... 크기도 배송도 맘에 들었는데...', '상품에 좋은점은 업네요', '고구마가 먹고 싶어서 시켰어요. 특사이즈하고 같이 시켰는데 고객센터에 여쭤본거랑 비슷한 사이즈가 왔네요. 달달하고 부드러워서 좋아요. 믿고 구매한 보람이 있는거 같아요. 맛있는 고구마 잘 먹겠습니다. 나중에 고구마 떨어지면 다시 구매하러 올께요. 번창하세요~', '꿀고구마 맞나요 ... 밤고구마처럼 많이 퍽퍽한데 .. 숙성시켜야 하는건가요? 비싸게샀는데 .. 꿀은 안나오고 ... 실망이예요\n\n[판매자답변]▶안녕하세요 고객님\n지금 수확하고 있는 고구마(8-10월)는 햇고구마로 밤고구마와 비슷한 식감과 맛이 납니다.\n달콤하고 촉촉한 고구마를 원하신 다면 기호에 맞게 후숙하여 섭취해주시면 좋습니다.\n상세페이지 상단과 하단에 기재되어있는 내용 참조해주시면 정말 감사하겠습니다.\n감사합니다.', '요구르트병 정도 사이즈로 양면팬에 굽기 딱 좋아요~아이가 귀엽다며 맛있게 잘 먹네요,, 감사합니다.', '고구마 달긴 달았어요 .^^\n그런데\n제가 호박 고구마보다 밤고구마를 더 선호하는 사람임에도\n고구마 수분감이 없어서 아쉬웠어요 ㅠㅠ', '달고 맛있고 상태도 최고였어요. 좋은 간식되었어요', '고구마 품질 실망이에요.전부 잘려있고\n심지어는 품종도 다른것처럼 보여요.\n생김새와 색상이 두가지가 혼재되어 있어요.\n먹어보지 않아 맛은 모르지만...\n먹고싶지도 않게 생겨서 먹어보지도 않았어요.\n농협이라 믿고 샀는데\n다시 사고싶지 않네요.\n완전 실망입니다\n\n[판매자답변]▶안녕하세요 고객님\n우선불편을끼쳐드려 정말 죄송합니다.선별 과정에서 착오가 있었던것 같습니다.\n상품평으로는 고객님의 정확한 정보확인이 어려워\n010-7506-2131로 사진과 성함 남겨주시면 확인 후 사후처리 도와드리겠습니다.\n감사합니다.']",8.0
26,[산지직송] 무안 유기농 꿀고구마(한입)3kg/5kg/10kg,"['자잘하게 썩은부위가 많아 손질하기 힘들었네요 단맛은 싱거운 편이고 껍질 색깔이 누런 부위와 단단하지 않고 무른 부위도 꽤 있어요', '크기도 적당하고 많이 퍽퍽하지 않고 좋아요', '고구마가 달고 맛있네요.', '좋아요 맛있어요 추천합니다', '달고 맛있었어요~ 한입 사이즈라 작긴 합니다ㅎㅎ', '에어프라이어에 구웠더니 정말 꿀이 뜩뚝 떨어져요~', '작지만 맛은 있어요~~', '고구마 상태 아주 좋아요~', '크기는 작아도 맛있어요 간혹 부러진게 2-3개 있어요 유기농이라 참좋아요', '꿀고구마라고 구입했는데 퍽퍽해서 먹기 힘들어요\n맛없는 밤고구마라고 생각되네요\n\n[판매자답변]▶안녕하세요 고객님\n우선 상품에 만족시켜드리지 못해 죄송합니다.\n수분이 많고 더 달게 드시고 싶으시다면 서늘하고 건조한곳에서 후숙하셔서 드시면\n좀 더 달콤하게 드실 수 있습니다.\n다른 문의사항이 있으시다면 010-7506-2131로 연락부탁드립니다.\n감사합니다!']",8.0
27,무안 유기농 꿀고구마 3kg,"['달고 소포장이라 좋으며 맜있어요', '너무 작아요.정말 딱 한 입 크기네요.', '에어프라이어에 군고구마하기에 싸이즈도 딱이고 맛도 달콤해서 자녀들 간식용으로 좋습니다.', '....배송도 빠르고 포장도 잘되서왔습니다. 그런데 썩은게 몇개있어요...믿고시키는 농협의 농식품인데..섭섭하네요... 크기는 매우크고 달아요', '달고 사이즈 적당해서 좋아요', '군고구마 해 먹으니 꿀 맛이에요', '무농약 꿀고구마 말처럼 꿀고구마예요', '섞은게 여러게 있어요', '약간 얼어서 썩어있는 부분이 있었는데\n너무 맛있어서, 계속 주문해서 먹고있어요', '고구마가 맛은 좋은데 생긴게 너무 길쭉길쭉하고 오동통한 맛이 없어 먹을게 별로 없어 아쉽네요.']",8.0
28,[산지직송] 무안 유기농 꿀고구마 (왕)5kg/10kg,"['구워 먹으면 달고 좋아요', '왕 고구마 맞습니다.근데 포장할때 고구마가 왕이라고 잘라서 보내는건 아니지않을까요? 맛도 꿀 아니네요', '가성비 좋은 상품으로써 추천합니다.', '재구매했어요.\n맛있고 신선합니다.\n배송중 얼지않을까 걱정했는데\n보온포장이 되어 안심입니다.', '쪘더니 엿이 나올정도로 달고 맛있어요\n크기도 왕사이즈로 정말 신선해요', '집에서 간식용으로 주문하려고 했는데, 왕을 잘못 선택해서 구워먹기가 시간이 걸립니다. ^^\n맛은 여전히 좋습니다.', '그냥 생으로 먹어도 맛있는데 오븐에 구웠더니 더 맛나고 맛있게 잘먹었습니다.\n[판매자답변]▶ 안녕하세요 고객님\n맛있게 드셨다니 너무 뿌듯하네요\n앞으로도 더 좋은 상품을 보내 드릴 수 있도록 노력하겠습니다.\n감사합니다.', '맛나요\n고구마가 상당히 크네요\n[판매자답변]▶ 안녕하세요 고객님 구매 해 주셔서 감사드립니다.\n맛있게 드셨다니 너무 뿌듯하네요 왕사이즈는 판매중인 고구마중 가장 크므로 튀김용으로 많이 사용됩니다.\n앞으로도 더 좋은 상품을 보내 드릴 수 있도록 노력하겠습니다.\n감사합니다.']",8.0
29,[우수농산물] 최상급 해남 꿀고구마 3kg 5kg 특상/중,"['달고 맛있어요.\n엄마가 맛있다고 칭찬을 엄청 했네요.', '맛나게 잘먹었습니다', '상한게 너무 많이 왔어요', '고구마가 작지만 너무너무 맛있습니다.', '저렴하고 맛있어요\n에어프라이어에 구우니 더 달달~~', '깨끗이 세척된 자색 고구마가 예쁘게 왔어요. 사진 올리고 싶어 들어왔는데 지금은 안되네요 ㅠㅠ 먹어보고 보충할게요~!', '꿀고구마 사진 보고 샀는데 꿀이 안나와요\n늦가을이나 돼야 꿀이 나온다고 설명서에 써있네요\n그런대로 맛은 좋아요']",7.0
30,"[서영암농협] 황토 꿀고구마, 10kg(개당중량 70g~100g미만)","['일주일만에 고구마가 반정도 곰팡이가 ㅠㅠ\n배송해서 박스 오픈하니 약간 물기가 있어서 괜찮겠지 했는데\n다시는 안 사서 먹을거예요', '최고\n맛있고\n신선합니다']",6.0
31,[가락시장] 호박고구마 2.4kg내외/box,"['호박고구마 참 좋아요. 맛있어요', '두번째 주문입니다. 제가 먹어본 호박고구마중에 최고로 달고 맛나네요. 저희 고딩딸아이가 너무 맛있다고 극찬을 하네요. 크기가 커서 밤고구마인즐 알았는데 속이 노란색이 호박고구마 맞더라구요. 많이 파세요\n\n\n\n[판매자답변]▶ 안녕하세요 고객님\n저희 상품 신선하게 잘 받아보셨나요? 소중한 후기까지 정말 감사합니다 ^^\n항상 신선하고 맛있는 제품 보내드리도록 하겠습니다.\n좋은하루 되세요~ 감사합니다', '너무 맛없어요ㅜㅜ\n비싸고요ㅜ\n죄송한데 진짜 먹다 버림요\n퍽퍽해서 애들도 안먹네요ㅜ\n호박고구마는 아니잖ㅈ아요ㅜ\n\n[판매자답변]▶ 안녕하세요 고객님\n100% 만족드리는 상품 보내드리지 못해 정말 죄송합니다.\n앞으로 더욱 선별을 강화하여 맛있는 제품 보내드리도록 하겠습니다.\n좋은 하루 되세요~ 감사합니다', '흙없이 깨끗하게왔어요\n그렇게 맛난 호박고구마는 아니네요\n\n\n[판매자답변]▶ 안녕하세요 고객님\n100% 만족드리는 상품 보내드리지 못해 정말 죄송합니다.\n앞으로 더욱 선별을 강화하여 맛있는 제품 보내드리도록 하겠습니다.\n좋은하루되세요~ 감사합니다', '고구마가 맛이없어요..\n비싸기만하고..\n포장도 좋고 배송도 좋고 보기에는 깔끔하고 맛있어보였는데..\n얼마전 시켜먹은 훨~씬 싼 고구마보다 맛없어요..\n별로에요..\n\n\n\n\n[판매자답변]▶ 안녕하세요 고객님\n100% 만족드리는 상품 보내드리지 못해 정말 죄송합니다.\n앞으로 더욱 선별을 강화하여 맛있는 제품 보내드리도록 하겠습니다.\n좋은하루되세요~ 감사합니다\n\n\n\n[판매자답변]▶ 안녕하세요 고객님\n100% 만족드리는 상품 보내드리지 못해 죄송합니다.\n앞으로 선별을 강화하여 언제나 좋은 상품 받으실 수 있도록 노력하겠습니다.\n\n좋은하루되세요~감사합니다!', '배송과 포장은 흙이 없고 깨끗하고 좋았어요~호박고구마라 꿀이 있어 맛있는데~~줄기 같은게 심줄이 많아 껍질이 두껍고 질기긴 하네요~\n가격에 비해 상품이 비싸서 재구매는 어려울 거 같아요ㅜㅜ\n하여튼 껍질얇고 질기지 않았으면 좋았을텐데ㅠㅠ\n그점이 무척 가격대비 아쉽네요ㅜㅜ 기대치가 높았나봐요~농협몰의 기대치보다 못한거 같아요~일반마트도 이정도보다 저렴하고 껍질얇고 맛있고 스지같은 심줄없는데~많이 아쉽네요ㅜㅜ\n\n\n[판매자답변]▶ 안녕하세요 고객님\n\n일단 100% 만족드리는 상품 보내드리지 못해 정말 죄송합니다.\n앞으로 더욱 선별을 강화라여 신선하고 건강한 상품 항상 보내드릴 수 있도록 노력하겠습니다\n\n좋은하루되세요~ 감사합니다!', '포장,배송은 좋았습니다. 호박고구마 크고 깨끗한데 원래 껍질이 두꺼웠나요? 껍질에 영양이 많다고해서 먹으려했는데 많이 두껍고 질겨서 아쉬웠습니다.\n\n\n\n[판매자답변]▶ 안녕하세요 고객님 저희 상품 구매해주셔서 감사합니다.\n혹시 문의사항있으시면 저희 고객센터로 연락바랍니다\n\n즐거운 하루 되세요 감사합니다.']",5.0
32,2022 해남특품꿀고구마 한입 3kg,[],0.0
33,국내산 유기농 고구마말랭이 100gx10봉,[],0.0
34,[생산자직거래] 여주산 왕특고구마 10kg내외/box,[],0.0
35,[생산자직거래] 여주산 꿀밤고구마 5kg내외/box,[],0.0
36,"[서영암농협] 황토 꿀고구마, 5kg(개당중량 70g~100g미만)",[],0.0
37,[생산자직거래] 여주산 한입 꿀밤고구마 5kg내외/box,[],0.0
38,2022 해남특품꿀고구마 중 3kg,[],0.0
39,[가락시장] 왕특 꿀밤고구마 10kg내외/box,"['3분의 1은 썩어서 버렸네요.. 너무합니다.\n\n\n[판매자답변]▶ 안녕하세요 고객님\n100% 만족드리는 상품 보내드리지 못해 정말 죄송합니다.\n저희가 상품평으로는 고객님의 정보를 확인할 수 없어\n번거로우시더라도 02-6416-7000으로 사진과 함께 연락주시면 빠른 조치해드리겠습니다.\n불편을 드려 죄송합니다.\n앞으로 더욱 선별을 강화하여 맛있는 제품 보내드리도록 하겠습니다.\n좋은하루되세요~ 감사합니다', '가격이 비싼데, 밤고구마를 샀는데, 물이 많아서 질척이는 식감입니다.\n이런 고구마인줄 알았으며 이 가격에 절대 사지 않았을 겁니다. 환불 받고 싶어요.\n\n\n[판매자답변]▶ 안녕하세요 고객님\n100% 만족드리는 상품 보내드리지 못해 정말 죄송합니다.\n저희가 안내사항에 써있으나 맛으로 인한 건은 도와드리기가 힘듭니다..\n앞으로 더욱 선별을 강화하여 맛있는 제품 보내드리도록 하겠습니다.\n좋은하루되세요~ 감사합니다', '가격이 조금 있어도 가락시장에서 경매해서 보내주신 제품이라 믿고 구매했는데 알도 굵고 상한것도 하나 없이 너무 좋네요 받은지 조금 됬는데 아직도 상태좋고 맛있어서 아이들이 너무 잘 먹고 있습니다 비싸긴 하지만 재구매의사 있습니다 감사합니다\n\n\n\n\n[판매자답변]▶ 안녕하세요 고객님\n저희 상품 신선하게 잘 받아보셨나요? 소중한 후기까지 정말 감사합니다 ^^\n항상 신선하고 맛있는 제품 보내드리도록 하겠습니다.\n좋은하루 되세요~ 감사합니다', '요즘고구마 잘못 사면줄기처럼있었서 어떻하나걱정했는데 요건 그런걱정안해도 됨니다 맛도 좋습니다\n\n\n[판매자답변]▶ 안녕하세요 고객님 소중한 후기 감사합니다.\n\n저희는 가락시장에서 당일경매하여 항상 신선하고 건강하게 보내드리려 노력하고 있습니다.\n앞으로도 언제나 좋은 상품 받으실 수 있도록 노력하겠습니다.\n\n좋은하루되세요~\n감사합니다!', '꿀 밤고구마라고해서 구입했는데.. 밥고구마는 아니에요. 당도는 있지만, 전 개인적으로 밥고구마를 좋아해서 실망이네요.\n\n\n[판매자답변]▶ 안녕하세요 고객님 저희 상품 구매해주셔서 감사합니다.\n일단 100% 만족드리는 상품보내드리지 못해 정말 죄송합니다.\n앞으로 더욱 꼼꼼하게 선별하여 더욱 신선하고 건강한 상품 보내드릴 수 있도록 노력하겠습니다.\n좋은 하루되세요!! 감사합니다!']",5.6
40,2022 해남특품꿀고구마 특상 10kg,[],0.0
41,[팜투맘] 첫사랑 꿀고구마 3kg/5kg/10kg(중상/특상/대),"['맛은 있습니다만 상품상태는 50점입니다. 고구마가 거의 조금씩 썩을 준비가 돼있는 상품입니다. 그리고 한입크기일 정도로 너무 작아요. 일주일안으로 먹지않으면 다 썩을거같아요.\n물건 확인 잘하시고 보내셔야할듯합니다', '특상을 주문했습니다. 그런데 고구마가 물렁물렁하고 싱싱하지가 않네요.\n동네 슈퍼에서 사는것보다 더 신선도가 떨어집니다.\n실망스럽습니다.', '상태가 너무 안 좋음.']",4.0
42,[가락시장] 꿀밤고구마 2.4kg내외/box/특상(100~250g),"['일요일 주문 화요일 도착.경기 하남시에서 출발했네요~고구마 개당 대략 220g 12개 약간 세척해서 껍질색이 잘 보이게 왔네요.총 플라스틱 상자까지 2.5kg겉보기랑 무게랑 상태는 좋습니다.\n시식 후 추가 ) 속이 노랗고 아주 달달하네요~ 밤고구마종류 단단\n\n\n[판매자답변]▶ 안녕하세요 고객님저희 상품 신선하게 잘 받아보셨나요? 소중한 후기까지 정말 감사합니다 ^^요즘 태풍에 우기에 농작물 상태가 들쑥날쑥하여 최대한 선별 후 보내드리고 있습니다.항상 신선하고 맛있는 제품만 보내드리도록 노력 하겠습니다.좋은하루 되세요~', '고구마가 쓴맛이 많아서 먹을 수가 없어요. 두개를 삶아서 먹다 버렸어요\n\n\n[판매자답변]▶ 안녕하세요 고객님\n100% 만족드리는 상품 보내드리지 못해 정말 죄송합니다.\n앞으로 더욱 선별을 강화하여 맛있는 제품 보내드리도록 하겠습니다.\n좋은 하루 되세요~ 감사합니다', '양도 많지않고 상태도 안좋은게 몇개 있었어요..\n\n[판매자답변]▶ 안녕하세요 고객님\n100% 만족드리는 상품 보내드리지 못해 정말 죄송합니다.\n앞으로 더욱 선별을 강화하여 맛있는 제품 보내드리도록 하겠습니다.\n좋은 하루 되세요~ 감사합니다', '진짜 싱싱하고 맛있는 고구마였습니다. 아주 만족합니다.\n\n\n[판매자답변]▶ 안녕하세요 고객님\n저희 상품 신선하게 잘 받아보셨나요? 소중한 후기까지 정말 감사합니다 ^^\n항상 신선하고 맛있는 제품 보내드리도록 하겠습니다.\n좋은하루 되세요~ 감사합니다', '고구마 비싸다싶어좋을줄알았는데 반이상을도려내고 먹어야하는상품이많네요.. 큰고구마라 버리기도아깝고..농협몰 이라 믿고주문한건데 실망입니다\n\n\n[판매자답변]▶ 안녕하세요 고객님\n100% 만족드리는 상품 보내드리지 못해 정말 죄송합니다.\n앞으로 더욱 선별을 강화하여 맛있는 제품 보내드리도록 하겠습니다.\n좋은하루되세요~ 감사합니다', '정말 딱 그림에 있는 양만큼 오는데 고구마에 상처도 많이 나있고 가격에 비해서 양도 너무 적네요.\n\n\n\n[판매자답변]▶ 안녕하세요 고객님\n100% 만족드리는 상품 보내드리지 못해 정말 죄송합니다.\n앞으로 더욱 선별을 강화하여 맛있는 제품 보내드리도록 하겠습니다.\n좋은하루되세요~ 감사합니다', '너~~~~무 비싸요 열개정도 들었어요\n\n\n\n[판매자답변]▶ 안녕하세요 고객님\n100% 만족드리는 상품 보내드리지 못해 죄송합니다.\n앞으로 더욱 선별을 강화하여 맛있는 제품 보내드리도록 하겠습니다.\n좋은하루되세요~ 감사합니다!', '고구마는 아주 잘 생기고 포장도 좋은데..고구마가 맛이 없어 아쉽네요ㅠ\n가격도 금값이던데~~~~ㅠㅠ\n\n\n\n[판매자답변]▶ 안녕하세요 고객님 저희 상품 구매해주셔서 감사합니다.\n\n고객님께 100% 만족을 못 드려 정말 죄송합니다.\n\n앞으로 더욱 꼼꼼하게 선별하여 더욱 신선하고 건강한 상품 보내드릴 수 있도록 노력하겠습니다.\n\n좋은 하루되세요!! 감사합니다!', '고구마 품질도 좋고 포장박스도 예쁘네요.\n\n[판매자답변]▶ 안녕하세요 고객님 저희 상품 구매해주셔서 감사합니다.\n\n더욱 꼼꼼하게 선별하여 신선하고 건강한 상품 보내드릴 수 있도록 노력하겠습니다.\n\n좋은 하루되세요 감사합니다!']",4.4
43,2022 해남특품꿀고구마 중 10kg,[],0.0
44,[산지직송] 안면도 황토 꿀 호박고구마 (한입)3kg/5kg/10kg,['한입크기가 어린이 한입크기네요\n작아도 너무작아요\n\n[판매자답변]▶ 안녕하세요 고객님 상품에 만족시켜드리지 못해 죄송합니다.\n상세페이지 하단부분에 크기비교사진 기재해두었는데\n혹시 그 사진보다 작은 상품을 받으셨다면\n010-7506-2131로 상품 사진과 성함 남겨주시면 확인 도와드리겠습니다.\n감사합니다.'],1.0
45,2022 해남특품꿀고구마 한입 10kg,[],0.0
46,2022 해남특품꿀고구마 대 10kg,[],0.0
47,[생산자직거래] 여주산 꿀밤고구마 2kg내외/box,[],0.0
48,2022 해남특품꿀고구마 대 5kg,[],0.0
49,[생산자직거래] 여주산 꿀밤고구마 10kg내외/box,[],0.0
50,2022 해남특품꿀고구마 특상 5kg,[],0.0
51,태안 안면도 호박고구마(특) 5kg/10kg,[],0.0
52,[가락시장] 호박고구마 800g내외/봉,[],0.0
53,[산지직송] 안면도 황토 꿀 호박고구마 (중상)3kg/5kg/10kg,"['상태좋고 싸이즈도 좋아요', '호박 고구마를 시켰는데 일반 고구마가 도착 했습니다\n판매자와 확인 해 주시기 바랍니다\n10개중 1개가 호박 고구마인 것 같습니다\n\n[판매자답변]▶ 안녕하세요 고객님. 우선 불편을 드려 정말 죄송합니다.\n상품하자에 대해서는 신선식품이기때문에 받으신지 3일이내에\n010-7506-2131로 상품 사진과 성함 남겨주시면 확인 후 사후처리 도와드리겠습니다.\n더욱 꼼꼼하게 선별하여 좋은 상품 보내드릴 수 있도록 노력하겠습니다!\n감사합니다.', '장난치시나요?? 10키로 전부를 밤고구마로 주셨네요ㅋㅋ 반품신청합니다 먹는거로 장난치지마세요 벌받습니다\n\n[판매자답변]▶ 안녕하세요 고객님. 우선 불편을 드려 정말 죄송합니다.\n상품평으로는 고객님의 정확한 정보확인이 어려워 010-7506-2131로 상품 사진과 성함 남겨주시면\n확인 도와드리겠습니다.\n번거롭게 해드려 죄송합니다.\n감사합니다.', '장난하나요?? 호박고구마랑 밤고구마 섞어보내고~~\n크기도 밑에는 맛탕용이 섞여있고 얼마안되르거 가지고 사기나치고ㅋㅋ 딱!! 고구마값만한 인생사세요~~\n\n[판매자답변]▶ 안녕하세요 고객님. 우선 불편을 드려 정말 죄송합니다.\n상품하자에 대해서는 신선식품이기때문에 받으신지 3일이내에\n010-7506-2131로 사진과 성함 남겨주시면 확인 후 사후처리 도와드리겠습니다.\n감사합니다.', '고구마 상하지 않게 아이스박스에 숙성시켜 먹는법 설명서까지 너무 맛나게 잘먹었어요.\n두번째 또 주문했습니다.', '맛있어요 달달하니 좋아요 호박고구마 시켜는데 밤고구마 와 섞어서 왔네요ㅠㅠ 그래도 맛있어요 ~~ 괜찮아요', '달고 맛있습니다\n잘먹을께염', '적당한 크기에 상한 것도 없고 맛도 좋습니다', '처음에 송장번호가 확인이 안되서 발송된건지 겁이 났어요 ㅠㅠ\n그래도 문의하니 알려주셔서 확인도 하고 빠르게 2일만에 받았네요.\n오자마자 에어프라이어로 구워 먹었는데 너무 맛이 좋아요.\n걱정했던 시간이 싹날라가는 기분이였어요.\n아쉬운건 포장할때 안에 넣은 종이가 비가와서 나 젖어 하나도 안보이더라구요. ㅠㅠ\n\n괜찮아요 겨울인데 맛좋고 행복한 겨울 날수 있을거 같아요.\n많이 파세요!']",7.0
