keyword,202303,tot_cnt
vermont,1,1
visitor,2,2
lodge,1,1
president,2,2
partnership,6,6
annual,6,6
wines,1,1
pizzeria,1,1
tax,5,5
waterbury,1,1
agriculture,3,3
impacts,4,4
jen,1,1
day,4,4
optimistic,3,3
employers,3,3
grateful,1,1
creamery,1,1
pandemic,14,14
speak,2,2
resolution,3,3
communities,1,1
rubin,1,1
managan,1,1
distillers,1,1
chamber,2,2
margins,3,3
integral,3,3
mad,1,1
awareness,1,1
stresses,1,1
prins,1,1
notforprofit,1,1
tourism vermont,1,1
economy house,1,1
legislators raise,1,1
margins setbacks,1,1
banking,8,8
fed,1,1
powell,3,3
reserves,8,8
effects,1,1
stocks,4,4
resilient,1,1
silicon,17,17
significant,10,10
availability,2,2
month,3,3
rate,10,10
wednesday,17,17
losses,2,2
potential,9,9
bond,1,1
rapid,1,1
regional,1,1
benchmark,3,3
consumers,4,4
monitoring,1,1
policy,13,13
new,10,10
factor,6,6
duration,3,3
stringent,1,1
vice,3,3
rest,2,2
indexes,2,2
svbs,1,1
americans,2,2
traditional,9,9
projections,3,3
potential regulatory,1,1
traditional indexes,1,1
percentage point,1,1
inflation,22,22
recession,10,10
banks,11,11
raise,2,2
sector,18,18
lags,2,2
latest,5,5
lowconviction,1,1
dangers,1,1
strategy,2,2
broader,1,1
little,3,3
jerome,2,2
cycle,3,3
macro,2,2
mufg,1,1
consumer,6,6
goncalves,1,1
nhk,1,1
opinion,2,2
spur,1,1
colleagues,2,2
spoke,2,2
dont,5,5
george,1,1
chair,2,2
added,2,2
averse,1,1
fed hike,1,1
dangers economy,1,1
banks start,1,1
rates nhk,1,1
goncalves said,1,1
economist,3,3
jpmorgan,1,1
pareto,1,1
rates,12,12
anthony,1,1
klisman,1,1
npr,1,1
murati,1,1
chan,1,1
collapse,6,6
stress,5,5
quarterpoint,1,1
quelch,1,1
cob33hbmgrfa,1,1
share,3,3
international,7,7
able,2,2
recent,7,7
opens,1,1
discussion,1,1
essentials,1,1
tackle,2,2
miami,2,2
assurances,2,2
campaign,2,2
linkedin,2,2
announces,1,1
pic,1,1
aware,1,1
federal reserve,1,1
murati founder,1,1
collapse silicon,2,2
joining discussion,1,1
especially able,1,1
rbnz,1,1
slowdown,9,9
balance,6,6
wayne,1,1
reuters,4,4
quarter,6,6
contractionary,1,1
conway,1,1
march,13,13
likely,14,14
lumpy,1,1
kanganewsanz,1,1
cole,1,1
point,3,3
shallow,1,1
craymer,1,1
threedecade,1,1
standards,3,3
stimulatory,1,1
welcome,3,3
weather,3,3
bring,6,6
forum,1,1
jets,1,1
zealand capital,1,1
central banks,1,1
indicate ocr,1,1
sanctions,2,2
expenses,1,1
deficit,5,5
milov,1,1
factbook,1,1
loan,1,1
defense,1,1
media,4,4
militaryindustrial,1,1
zolotov,1,1
lets,1,1
vast,1,1
solvent,1,1
margin,1,1
maintain,2,2
talk,3,3
downturn,1,1
figure,5,5
magadan,1,1
observers,1,1
sluggish,2,2
coal,1,1
average,18,18
swift,1,1
try,5,5
anticorruption,2,2
empowerment,1,1
sense,1,1
ms,2,2
paris,1,1
saturation,1,1
hurdles,2,2
russian economy,1,1
notes budget,1,1
sanction policy,1,1
likely 2023,1,1
describes follows,1,1
huawei,1,1
uae,3,3
cloud,1,1
digitalization,2,2
zhang,1,1
infrastructure,4,4
entrepreneurship,3,3
shi,2,2
technical,5,5
keynote,2,2
promote,2,2
jacqueline,1,1
revitalise,2,2
build,2,2
application,2,2
payment,1,1
intelligent,2,2
role,1,1
summit,3,3
seamless,1,1
jordan,1,1
stable,1,1
accelerate,2,2
empower,1,1
way,11,11
ecosystem,8,8
eyon,1,1
significance,1,1
enablement,1,1
ceremony,1,1
dinarak,1,1
native,2,2
huawei cloud,1,1
promote technical,1,1
want run,1,1
saskatchewan,1,1
frenchlanguage,1,1
translation,1,1
google,3,3
text,3,3
formats,2,2
information,11,11
en,1,1
service,9,9
page,2,2
entities,6,6
visit,3,3
rail,2,2
reliability,3,3
responsible,3,3
issues,5,5
offensive,1,1
renseignements,1,1
fluency,1,1
online,7,7
timeliness,1,1
risk,3,3
number,1,1
populations,1,1
graphs,1,1
resembles,1,1
different,2,2
items,2,2
yellow,1,1
portable,1,1
exact,1,1
speaker,1,1
saskatchewan content,1,1
translator translation,1,1
portable document,1,1
damage issues,1,1
forecast,3,3
trends,6,6
savings,3,3
gloom,1,1
smallbusiness,1,1
calamity,1,1
realtors,1,1
reports,3,3
bad,2,2
durable,1,1
gasbuddy,2,2
end,2,2
taper,1,1
people,4,4
arent,1,1
cnbc,2,2
waitsorry,1,1
landscaping,1,1
barometer,1,1
cards,2,2
fungus,1,1
bless,1,1
july,1,1
alltime,1,1
linens,1,1
nondurable,1,1
doubledigit,1,1
menu,2,2
delinquency,1,1
economic news,1,1
average bank,1,1
bad gene,1,1
office vacancies,1,1
success,3,3
proud,3,3
leicester,1,1
future,5,5
space,1,1
park,2,2
ambrosi,2,2
director,5,5
