keyword,202303,tot_cnt
직장생활의,1,1
조직문화를,1,1
가해자의,1,1
개인의,1,1
환경과,1,1
인력과,1,1
업무능력이,1,1
중요하다고,1,1
자신의,1,1
형성하도록,1,1
과정에서,1,1
부서의,1,1
재점검해,1,1
변호사법무법인,1,1
전반적인,1,1
당연히,1,1
해당한다는,1,1
부족한,1,1
엄청난,1,1
거의,1,1
참여한다던가,1,1
충격을,1,1
경우도,1,1
준다던가,1,1
반응은,1,1
상사가,1,1
문화,1,1
치부하여,1,1
급격히,1,1
대해,2,2
업무가,1,1
불안감으로,1,1
권리의식,1,1
더욱,1,1
보면,1,1
다시,1,1
일을,1,1
지키지,1,1
한편,1,1
문제를,1,1
고통을,1,1
서로,1,1
폭력,1,1
나타나는,1,1
감내해야,1,1
직장생활의 환경과,1,1
위해 부서의,1,1
소집통보 시기를,1,1
것이 아니다,1,1
것으로 여겼던,1,1
inflation,13,13
bailout,1,1
stability,11,11
stocks,4,4
imf,3,3
stresses,5,5
pandemic,9,9
turmoil,3,3
georgieva,1,1
selloff,5,5
ecb,2,2
brexit,2,2
regulator,5,5
turbulence,3,3
vulnerabilities,2,2
today,6,6
developments,5,5
realworld,1,1
swissgovernment,1,1
magnitude,1,1
silicon,26,26
outlook,14,14
underlined,1,1
cause,1,1
expose,1,1
managers,2,2
vicepresident,1,1
levels,3,3
rapid,2,2
added,6,6
bank fears,1,1
shares deutsche,2,2
pandemic energy,1,1
growth dampen,1,1
recession,12,12
fragile,1,1
spillovers,1,1
analysts,5,5
bonds,12,12
systemic,5,5
steady,2,2
underperformer,1,1
nervous,2,2
mess,1,1
tougher,2,2
rescue,2,2
carboncopy,1,1
chopchange,1,1
decade,2,2
reckons,1,1
sunak,1,1
biggest,9,9
cost,14,14
property,4,4
prevent,1,1
weather,2,2
jeremy,1,1
domino,2,2
suisse,8,8
average,25,25
newsletters,1,1
hunts,1,1
chair,2,2
troubled banks,1,1
england reckons,1,1
added layer,1,1
cryptocurrency,4,4
ghana,2,2
economy,10,10
moneygram,1,1
fraudsters,1,1
alternatives,3,3
protests,1,1
remittances,1,1
speculative,3,3
liquid,1,1
invoice,1,1
onramp,1,1
risks,7,7
ious,1,1
quasicolonial,1,1
piggybacks,1,1
kgothatso,1,1
hyperinflation,2,2
counternarrative,1,1
cnbc,2,2
daytoday,2,2
hood,1,1
promises,2,2
instantaneous,1,1
venmo,1,1
storefronts,1,1
adoption,3,3
arent,3,3
zar,1,1
proliferates,1,1
sidelines,1,1
ancillary,1,1
compatible,1,1
instrument,1,1
alleviate,2,2
africa bitcoin,1,1
refrain entrepreneurs,1,1
ancillary benefits,1,1
icon arrows,1,1
banking,14,14
crisis,7,7
reuters,16,16
crunch,6,6
impact,7,7
note,3,3
indicators,4,4
closer,2,2
ubsg,2,2
sank,1,1
canary,1,1
barbuscia,1,1
pause,2,2
confidence,4,4
fomc,1,1
gauge,1,1
imprint,2,2
sx7p,1,1
shares,10,10
minneapolis,3,3
defaults,1,1
terms,14,14
table,3,3
osterman,1,1
banking stresses,2,2
collapse svb,1,1
monitored potential,1,1
march 10,1,1
premium,3,3
subscription,3,3
trial,3,3
access,5,5
digital,13,13
savings,3,3
premier,3,3
plan,7,7
month,4,4
downgrade,3,3
opt,4,4
settings,4,4
standard,5,5
cancel,3,3
lex,3,3
reporting,3,3
business,7,7
retain,3,3
section,3,3
journalistic,3,3
offering,3,3
click,7,7
comparison,3,3
packages,3,3
themes,3,3
expert,4,4
column,6,6
original,3,3
robust,8,8
